GSM1640032_HCC0058_VI-.CEL,12
GSM1640033_HCC0059_VI-.CEL,12
GSM1640034_HCC0060_VI-.CEL,12
GSM1640035_HCC0061_VI-.CEL,12
GSM1640036_HCC0062_VI-.CEL,12
GSM1640037_HCC0063_VI-.CEL,12
GSM1640038_HCC0064_VI-.CEL,12
GSM1640039_HCC0065_VI-.CEL,12
GSM1640040_HCC0066_VI-.CEL,12
GSM1640041_HCC0067_VI-.CEL,12
GSM1640042_HCC0068_VI-.CEL,12
GSM1640043_HCC0069_VI-.CEL,12
GSM1640044_HCC0070_VI-.CEL,12
GSM1640045_HCC0071_VI-.CEL,12
GSM1640046_HCC0072_VI-.CEL,12
GSM1640047_HCC0073_VI-.CEL,12
GSM1640048_HCC0074_VI-.CEL,12
GSM1640049_HCC0075_VI-.CEL,12
GSM1640050_HCC0076_VI-.CEL,12
GSM1640051_HCC0077_VI-.CEL,12
GSM1640052_HCC0078_VI-.CEL,12
GSM1640053_HCC0079_VI-.CEL,12
GSM1640054_HCC0080_VI-.CEL,12
GSM1640055_HCC0081_VI-.CEL,12
GSM1640056_HCC0082_VI-.CEL,12
GSM1640057_HCC0083_VI-.CEL,12
GSM1640058_HCC0084_VI-.CEL,12
GSM1640059_HCC0085_VI-.CEL,12
GSM1640060_HCC0086_VI-.CEL,12
GSM1640061_HCC0087_VI-.CEL,12
GSM1640062_HCC0088_VI-.CEL,12
GSM1640063_HCC0089_VI-.CEL,12
GSM1640064_HCC0090_VI-.CEL,12
GSM1640065_HCC0091_VI-.CEL,12
GSM1640066_HCC0092_VI-.CEL,12
GSM1640067_HCC0093_VI-.CEL,12
GSM1640068_HCC0094_VI-.CEL,12
GSM1640069_HCC0095_VI-.CEL,12
GSM1640070_HCC0096_VI-.CEL,12
GSM1640071_HCC0097_VI-.CEL,12
GSM1640072_HCC0098_VI-.CEL,12
GSM1640073_HCC0099_VI-.CEL,12
GSM1640074_HCC0100_VI-.CEL,12
GSM1640075_HCC0101_VI-.CEL,12
GSM1640076_HCC0102_VI-.CEL,12
GSM1640077_HCC0103_VI-.CEL,12
GSM1640078_HCC0104_VI-.CEL,12
GSM1640079_HCC0105_VI-.CEL,12
GSM1640080_HCC0106_VI-.CEL,12
GSM1640081_HCC0107_VI-.CEL,12
GSM1640082_HCC0108_VI-.CEL,12
GSM1640083_HCC0109_VI-.CEL,12
GSM1640084_HCC0110_VI-.CEL,12
GSM1640085_HCC0111_VI-.CEL,12
GSM1640086_HCC0112_VI-.CEL,12
GSM1640087_HCC0113_VI-.CEL,12
GSM1640088_HCC0114_VI-.CEL,12
GSM1640089_HCC0115_VI+.CEL,12
GSM1640090_HCC0116_VI+.CEL,12
GSM1640091_HCC0117_VI+.CEL,12
GSM1640092_HCC0118_VI+.CEL,12
GSM1640093_HCC0119_VI+.CEL,12
GSM1640094_HCC0120_VI+.CEL,12
GSM1640095_HCC0121_VI+.CEL,12
GSM1640096_HCC0122_VI+.CEL,12
GSM1640097_HCC0123_VI+.CEL,12
GSM1640098_HCC0124_VI+.CEL,12
GSM1640099_HCC0125_VI+.CEL,12
GSM1640100_HCC0126_VI+.CEL,12
GSM1640101_HCC0127_VI+.CEL,12
GSM1640102_HCC0128_VI+.CEL,12
GSM1640103_HCC0129_VI+.CEL,12
GSM1640104_HCC0130_VI+.CEL,12
GSM1640105_HCC0131_VI+.CEL,12
GSM1640106_HCC0132_VI+.CEL,12
GSM1640107_HCC0133_VI+.CEL,12
GSM1640108_HCC0134_VI+.CEL,12
GSM1640109_HCC0135_VI+.CEL,12
GSM1640110_HCC0136_VI+.CEL,12
GSM1640111_HCC0137_VI+.CEL,12
GSM1640112_HCC0138_VI+.CEL,12
GSM1640113_HCC0139_VI+.CEL,12
GSM1640114_HCC0140_VI+.CEL,12
GSM1640115_HCC0141_VI+.CEL,12
GSM1640116_HCC0142_VI+.CEL,12
GSM1640117_HCC0143_VI+.CEL,12
GSM1640118_HCC0144_VI+.CEL,12
GSM1640119_HCC0145_VI+.CEL,12
GSM1640120_HCC0146_VI+.CEL,12
GSM1640121_HCC0147_VI+.CEL,12
GSM1640122_HCC0148_VI+.CEL,12
GSM1640123_HCC0149_VI+.CEL,12
GSM1640124_HCC0150_VI+.CEL,12
GSM1640125_HCC0151_VI+.CEL,12
GSM1640126_HCC0152_VI+.CEL,12
GSM1640127_HCC0153_VI+.CEL,12
GSM1640128_HCC0154_VI+.CEL,12
GSM1640129_HCC0155_VI+.CEL,12
GSM1640130_HCC0156_VI+.CEL,12
GSM1640131_HCC0157_VI+.CEL,12
GSM1640132_HCC0158_VI+.CEL,12
GSM1640133_HCC0159_VI+.CEL,12
GSM1640134_HCC0160_VI+.CEL,12
GSM1640135_HCC0161_VI+.CEL,12
GSM1640136_HCC0162_VI+.CEL,12
GSM1640137_HCC0163_VI+.CEL,12
GSM1640138_HCC0164_VI+.CEL,12
GSM1640139_HCC0165_VI+.CEL,12
GSM1640140_HCC0166_VI+.CEL,12
GSM1640141_HCC0167_VI+.CEL,12
GSM1640142_HCC0168_VI+.CEL,12
GSM1640143_HCC0169_VI+.CEL,12
GSM1640144_HCC0170_VI+.CEL,12
GSM1640145_HCC0171_VI+.CEL,12
GSM1640146_HCC0172_VI+.CEL,12
