661.3408,13920.192,849.848,315363.2,147.89168,162150.4,2041.968,-30.59152,-30.59152,549.024,9760.736,-69.61344,601.5408,-32.14928,354.776,-57.72352,-41.81088,18.85648,10164.704,-51.1664,2434.88,1987.312,-29.61952,16.6608,-29.03344,6764.144,-23.22336,13.079504,5074.336,47.332,38049.44,35713.28,41.41264,748.6592,36078.72,2445.696,-22.60656,-19.80832,534.0048,373.9008,-55.2368,-12.2112,5103.824,-29.84224,1570.1696,11778,2487.152,394.6256,49318.08,7251.344,3018.24,75.24176,101.7816,79.4776,46.976,41.41264,7737.152,3549.216,721.472,148.60944,55.8176,7512,-61.89904,7737.152,188.2656,12721.744,638.9344,-40.65248,-24.66352,247.9104,1838.512,88.70608,13851.888,139.75968,273.536,1342.0848,10612.24,20366.88,12709.52,-59.85136,4.297088,1838.512,379.5792,1930.576,4967.616,-32.91712,-40.20368,52.29184,88.15984,-51.26544,-51.26544,-7.13688,245.952,2.98416,6859.76,2093.168,35713.28,-51.26544
3235.68,20835.68,614.856,324123.2,35.37888,154767.84,3949.504,-54.49088,-54.49088,227.296,8365.088,-103.25488,293.928,-9.785008,719.6848,-62.75152,-41.86928,-72.42528,16168.16,-72.65456,561.9824,3096.48,-81.9936,70.49136,-54.508,7065.376,11.707888,118.84608,8214.944,19.03056,59906.08,61373.76,79.97104,2069.2,34513.44,1518.1232,-5.277488,-11.94976,1262.9328,35.70496,-38.30832,-14.937248,8728.016,-66.29584,2152.608,13202.896,3671.52,269.1072,71834.08,14826.304,2662.832,144.56832,69.71936,289.9008,72.99104,79.97104,19881.92,6559.584,62.80896,507.7776,209.5312,4248.144,116.00768,19881.92,226.8672,12429.152,462.4704,-68.39456,-39.05424,528.5168,175.68,323.0464,16383.04,268.1168,387.2944,1764.672,10155.776,30887.84,38832.16,-54.91808,19.56128,175.68,413.824,1054.9968,7656.304,-23.38192,-3.549712,-50.65952,91.13664,-96.04672,-96.04672,42.42432,182.4544,1.3505328,4542.016,1042.2272,61373.76,-96.04672
90.77472,7173.936,721.6368,365448,73.58528,74202.24,1333.504,13.858848,13.858848,197.7584,4901.76,-65.31504,456.6112,26.29808,1.4152784,-77.01856,-14.185184,81.07808,13597.472,-12.172816,915.7328,2112.144,-28.52816,48.07136,-30.65712,1339.0912,7.94312,306.272,5617.504,-1.4993472,35321.12,27609.76,27.0688,332.8752,11198.16,1024.9232,64.06944,-3.547104,1456.1824,127.1912,-35.86432,96.77568,4693.168,-21.74784,1544.872,13357.344,2419.632,81.66608,32612.64,12029.52,1393.7568,41.93328,72.58816,94.98624,100.1376,27.0688,8518.992,3610.848,407.656,257.3232,254.3632,4662.96,-49.89696,8518.992,120.29392,10884.736,359.7856,-51.41808,5.298256,237.7264,1573.4976,134.54272,9743.408,325.5952,327.2016,795.0656,3713.12,14132.656,16500.96,-27.1896,20.40192,1573.4976,287.6416,1049.3088,3785.536,1.0116528,60.10192,16.71808,143.81216,-29.91216,-29.91216,22.51328,308.0032,16.46688,6196.032,535.824,27609.76,-29.91216
1107.1088,8415.792,278.5712,283318.4,167.856,71840.96,3671.44,-20.60208,-20.60208,187.896,5500.208,-33.67776,1224.6016,-14.11504,116.89808,-17.84288,14.649984,135.0424,11121.888,-22.65904,3754.64,4980.016,33.21088,13.42832,-17.23824,10185.264,-13.077328,318.3584,4355.616,13.215232,33172,44806.4,22.3952,152.12384,7557.616,1687.776,-9.253984,22.5,4805.296,223.8528,-24.67552,56.13264,7350.288,-26.01504,1320.6608,11224.08,2415.536,58.07504,41550.56,8380.176,5071.296,75.47104,79.48928,399.248,26.73168,22.3952,8910.304,14001.68,394.2368,162.4224,692.0512,5994.592,-1.995632,8910.304,259.1648,6673.008,218.5456,-32.72448,-31.97136,1602.8,246.3328,205.7744,32494.08,400.2576,686.5136,2414.88,4467.744,22413.6,20359.36,50.32064,-2.82208,246.3328,591.248,351.1936,9944.88,-32.17392,47.76752,-21.85136,97.06272,-9.590896,-9.590896,-28.72656,153.12032,-42.9048,3112.368,2415.36,44806.4,-9.590896
821.0064,15551.616,943.3456,805675.2,261.1072,303185.6,5195.408,-50.9808,-50.9808,1029.8032,9886.704,-64.71984,1082.1968,-2.521616,704.3408,-65.99536,-21.13136,-48.14192,12355.168,-49.77344,1391.6064,26852.48,14.183104,44.01344,-49.03184,3519.856,-30.42016,872.784,4685.536,49.7312,62705.92,66526.88,32.10528,206.0864,27066.08,6931.504,9.922144,10.870352,581.3424,784.8608,-65.90064,63.73088,19276.8,-35.16736,1503.5024,7034.128,2401.92,-14.965504,57051.68,5161.456,4135.76,233.7952,-28.25872,0.1697136,47.82448,32.10528,9300.32,27677.76,483.536,274.3392,1169.7232,12084.464,-0.7043744,9300.32,1475.128,62893.12,694.2672,-55.0488,-39.31792,443.2832,569.7328,554.7808,18697.28,126.05712,565.4304,2673.76,9711.84,42936.8,16680.32,-41.29824,26.50464,569.7328,886.5008,1320.0832,13031.648,-19.11232,-22.98512,-84.13536,147.13696,-68.61728,-68.61728,-18.80624,358.2384,-10.534336,14858.192,4176.08,66526.88,-68.61728
158.64992,1377.2032,818.8736,1636.176,28.90224,251200,4708.864,-3.826112,-3.826112,288.2832,5422.176,-59.73936,218.1568,-11.606944,124.02864,24152.16,1663.984,3.748496,6125.76,-59.99072,382.5504,1412.1216,-7.061824,497.1184,9166.976,1320.5664,-34.93088,11168.608,44.67248,61.81328,54618.56,15245.28,30.90448,537.5504,18637.28,621.2464,2.358896,81.79328,3781.872,-34.28,123.39808,1579.0112,2649.136,-78.61808,218.1264,1535.7568,3683.296,206.824,403.9728,2172.848,749.4304,379.8944,-95.8736,-68.26512,70.52688,30.90448,22.08928,667.6544,11.112912,310.8896,328.9104,14760.624,242.392,22.08928,44.93248,5152.432,3675.296,-48.93824,-40.36224,183.9392,325.7632,985.7344,4509.568,-55.2168,464.3344,515.9264,3525.824,5945.648,332,-40.43728,321.992,325.7632,93.54528,446.1312,3611.344,-21.27088,296.4368,-54.29168,61.30624,-30.1128,-30.1128,-2.515008,24.27952,-16.37632,6644.24,1191.3104,15245.28,-30.1128
154.57552,5281.76,729.0688,212276.8,60.67376,161075.2,2082.048,-16.40928,-16.40928,341.568,5362.416,-101.64336,431.0848,-22.34496,27.46,-70.1208,-29.41664,28.34352,10601.776,-58.52752,1527.7104,2223.728,-41.82432,25.14096,-20.45936,1528.1376,-39.33424,653.1984,4285.952,69.75008,35472.8,23091.36,27.24816,496.0752,44570.56,2076.16,-37.43088,-42.52608,549.0496,119.86464,-60.79952,107.66848,4021.184,-61.1656,1389.5888,9585.296,2706.464,85.0584,46771.04,5787.696,1905.792,15.266144,8.103504,65.556,24.86496,27.24816,7742.512,3215.232,255.9408,158.45392,157.64928,5406.736,-42.63888,7742.512,115.69184,10190.352,470.7712,-69.9352,-51.29632,146.5416,1826.224,84.72384,8308.464,29.13376,364.3536,2451.472,7339.184,18177.6,7527.36,-53.68896,9.912656,1826.224,137.94976,2622.256,3409.68,-34.38272,-7.206896,-67.65456,58.78608,-63.91536,-63.91536,-13.175008,147.39344,-3.046256,5904.448,2339.168,23091.36,-63.91536
27.45712,-37.9736,25.44944,470.256,-74.15824,2175.76,-29.37424,-35.81072,-35.81072,10.655792,39.0032,-95.46112,17.1336,-15.001712,52.0648,-92.24016,-23.3368,-54.21568,19.48912,-58.65456,-40.20256,57.0664,-32.69056,61.58608,-56.3336,-52.31232,-24.52752,0.5113888,-21.24592,38.98448,158.46144,9.381632,51.66784,-28.31008,163.3552,-7.443856,-52.80192,-8.053552,-81.57616,-45.3104,-41.59584,-24.2896,-24.85712,-58.51712,-31.17776,-27.37808,-50.56752,-86.88384,85.668,-0.3816272,2.347648,1.0463488,-92.76624,-72.2976,84.7216,51.66784,-23.27728,9.42584,-97.78528,-10.17296,-40.59088,62.932,-64.58128,-23.27728,107.94016,45.31568,-58.9608,-50.33872,-27.18112,28.12256,61.90992,4.24872,45.23904,-66.00224,339.0912,-40.71392,97.44768,-2.24024,16.13056,-41.04064,14.275104,61.90992,-28.15184,-9.412176,-16.752,-25.6816,-25.9992,-76.18352,104.99488,-46.76272,-46.76272,-14.431136,-3.699296,-33.73344,20.76416,45.09408,9.381632,-46.76272
1423.4736,12553.312,751.2432,145689.12,444.8064,691387.2,1241.6496,-14.684432,-14.684432,534.5184,11220.688,-42.33312,950.5296,-26.8488,20.38816,-40.6968,-27.11456,-55.6424,6490.736,-63.35008,2123.136,2827.872,-41.98976,32.37008,-23.85184,7545.408,-47.19584,-31.69888,2175.136,25.08048,32453.6,42705.12,22.88736,1810.784,47110.72,4590.128,-21.75856,48.88656,1186.5184,-23.28096,-57.52816,-10.27776,6533.568,61.01696,1362.5744,6123.152,24868,893.224,41475.52,5424.08,4949.184,366.9184,184.152,82.24992,22.12976,22.88736,7082.096,2811.264,187.3936,372.8672,445.104,9719.2,102.5408,7082.096,100.18688,16020.96,3311.12,-63.60416,-45.14864,213.0192,371.144,448.3824,20753.12,270.6224,749.0336,1859.568,18778.88,26312.96,9860.352,-54.9904,4.123744,371.144,815.5904,2107.248,7263.168,-45.05008,-23.69136,-83.63552,99.1832,-56.656,-56.656,-20.2984,109.57904,-18.99584,6128.608,2772.256,42705.12,-56.656
523.3104,10959.168,840.896,533060.8,215.0592,262633.6,1714.896,-40.1496,-40.1496,607.9264,4320.08,-57.99424,665.8336,-23.29056,34.78,-6.510368,-32.00176,-32.34208,2711.776,-51.54256,3246.96,3862.256,-34.6352,28.44752,22.62032,13626.032,-50.91616,3278.304,2808.032,181.1584,12694.912,10216.304,29.89712,1380.496,30799.84,3422.016,-23.92992,52.68496,829.3776,211.3952,-37.71744,599.5744,21072.48,-51.32256,3793.984,7237.808,4029.504,108.34592,99832.32,3317.184,6154.816,235.2976,-24.6272,-15.712448,16.05744,29.89712,15697.232,3667.856,118.97136,611.0688,208.6656,6722.016,57.3952,15697.232,223.536,18313.12,231.6816,-37.30512,-44.6688,679.2016,1260.1552,1146.976,37682.88,230.6,602.3872,476.272,10960.144,4567.456,9684.432,-59,20.5128,1260.1552,645.4256,1599.2528,1367.4128,-36.21712,0.3261728,-82.7136,87.94208,-51.55584,-51.55584,-34.91904,121.00864,-8.369088,4251.648,5590.896,10216.304,-51.55584
